label,method,schedule,seed,final_coop_min,second_half_coop_mean,second_half_coop_std,success,final_lambda
meta_mapg_two_phase,meta_mapg,two_phase,69,0.9808311532692807,0.9717228010606447,0.006682411931321374,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,70,0.008024394508183989,0.011045308572729848,0.0022817529039219266,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,71,0.007114134172634904,0.009287199170422302,0.001564895330166798,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,72,0.983032954736168,0.9772164810976173,0.0042238926082773945,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,73,0.006431151225131074,0.008233436108792137,0.0012736221826136263,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,74,0.9749233337626664,0.9634397161660531,0.008682047892029185,1,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,75,0.008017185290886734,0.010948858001768138,0.002205406757202657,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,76,0.007976163380574587,0.011017694034537714,0.0022849740556686185,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,77,0.007085869546065072,0.009375889833125515,0.001665581418324684,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,78,0.007323060217070163,0.009733267990734155,0.0017455156617752602,0,0.4135736630047511
meta_mapg_two_phase,meta_mapg,two_phase,79,0.9822120742880018,0.9763663742673622,0.0044765031962237505,1,0.4135736630047511
